,title,lastrevid
5629,António Osório Sarmento de Figueiredo Jr.,1096663479.0
5630,Graça Fonseca,1080183595.0
5631,Manuel Frasquilho,1020511721.0
5632,Pedro Frazão,1110176487.0
5633,João de Freitas do Amaral,992931772.0
5634,Gabriel Mithá Ribeiro,1110176719.0
5635,Azedo Gneco,1114754991.0
5636,Francisco Gomes da Silva,1107586520.0
5637,Tiago Mayan Gonçalves,1096656096.0
5638,Luís Marques Guedes,1096656225.0
5639,José Maria de Sousa Horta e Costa,1106097103.0
5640,"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",1093387423.0
5641,Jorge Jardim,1053224306.0
5642,João Leão,1107458541.0
5643,Ricardo Baptista Leite,1105685125.0
5644,Carlos Lélis,1100035200.0
5645,António Lino Neto,1072723017.0
5646,Paulo Lowndes Marques,1107778733.0
5647,Bruno Maçães,1104366992.0
5648,Martim Pires Machado,1004496049.0
5649,Margarida Mano,1017549513.0
5650,Almerindo Marques,1100210355.0
5651,Hermínio Martinho,1021510388.0
5652,Manuel Martins Manso,1013841485.0
5653,Guilherme d'Oliveira Martins,1097158306.0
5654,Rita Matias,1113905945.0
5655,Filipe Melo (politician),1110177028.0
5656,Manuel Monge (military figure),1017040116.0
5657,Teresa Morais,1017549526.0
5658,Mariana Mortágua,1099222694.0
5659,Francisco Pereira de Moura,1110974507.0
5660,Henrique Neto,1107778758.0
5661,Bruno Nunes (politician),1110177476.0
5662,Diogo Pacheco de Amorim,1111717039.0
5663,José Pacheco (politician),1099160777.0
5664,Álvaro Bulhão Pato,1017552926.0
5665,Pedro Pessanha,1115110224.0
5666,Jaime Nogueira Pinto,1089574826.0
5667,Pedro Soares Pinto,1110177741.0
5668,Telmo Pinto,1059602880.0
5669,António Pires de Lima,1100038206.0
5670,Mário Lemos Pires,1101270169.0
5671,Alexandre Martins Pamplona Ramos,1074816304.0
5672,José Hipólito Raposo,1110701221.0
5673,José Adriano Pequito Rebelo,1022363065.0
5674,Joaquim Heliodoro da Cunha Rivara,1102773384.0
5675,Tiago Brandão Rodrigues,1091950746.0
5676,Filipa Roseta,1112314004.0
5677,"Francisco Xavier da Silva Pereira, 1st Count of Antas",1096862964.0
5678,Augusto Santos Silva,1104075620.0
5679,Mouzinho da Silveira,1108533741.0
5680,Manuel Soares Costa,1098689269.0
5681,"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",1020058589.0
5682,Rui Paulo Sousa,1110177590.0
5683,Marta Temido,1110978526.0
5684,António Topa,1099284051.0
5685,Francisco Manuel Trigoso,1102768482.0
5686,Jorge Valsassina Galveias,1110176579.0
5687,António Valverde Martins,1101185103.0
5688,André Ventura,1113024633.0
5689,Abdulla bin Abdulaziz bin Turki Al Subaie,1112863618.0
5690,Ahmad bin Eid al-Thani,918431879.0
5691,Ahmed bin Muhammed Al Thani,1095368083.0
5692,Hamda bint Hassan Al Sulaiti,1115843985.0
5693,Salah bin Ghanim Al Ali,1096892403.0
5694,Abdul Rahman bin Hamad Al Attiyah,1111178806.0
5695,Abdul Aziz Bin Khalid Al-Ghanim,1102331990.0
5696,Khalid Al-Hail,1099820606.0
5697,Mohamed Bin Mubarak Al-Khulaifi,894482142.0
5698,Mouza al-Malki,1110082330.0
5699,Nassir Abdulaziz Al-Nasser,1102011906.0
5700,Abdulla bin Mohammed bin Saud Al Thani,1103645208.0
5701,Hamad bin Jabor bin Jassim Al Thani,950626816.0
5702,Khalifa bin Hamad bin Khalifa Al Thani,1114795734.0
5703,Tamim bin Hamad Al Thani,1115802122.0
5704,Radu Ciuceanu,1111240346.0
5705,Gheorghe A. Lăzăreanu-Lăzurică,1114255066.0
5706,Dukuvakha Abdurakhmanov,1114096602.0
5707,Sergey Abisov,1113303500.0
5708,Yury Afanasyev,1085301375.0
5709,Georgy Alburov,1109892427.0
5710,Sergei Alexeyev,1056748404.0
5711,Salau Aliyev,1095776166.0
5712,Viktor Anpilov,1109165822.0
5713,Mikhail Astafyev,1105488592.0
5714,Pavel Astakhov,1108166414.0
5715,Marat Baglai,1063977275.0
5716,Mikhail Balakin,1111756420.0
5717,Anatoliy Baranov,1112405958.0
5718,Maria Baronova,1102512810.0
5719,Mikhail Barsukov,1115013214.0
5720,Olga Batalina,1111208577.0
5721,Mikhail Batin,1072125773.0
5722,Odes Baysultanov,1111899467.0
5723,Dmitry Begichev,1023113163.0
5724,Alexander Beglov,1097255025.0
5725,Oleg Belozyorov,1098564372.0
5726,Bogdan Belsky,1067490660.0
5727,Andrey Belyaninov,1112768860.0
5728,Ivan Besedin,1035891142.0
5729,Aleksei Bespalikov,1103539502.0
5730,Vladimir Biryukov (politician),1112321628.0
5731,Yury Biryukov,1065726591.0
5732,Nikolay Bogachyov,1067487409.0
5733,Maria Bolshakova,1097055202.0
5734,Pavel Borodin,1112776228.0
5735,Alexander Bortnikov,1114292411.0
5736,Anatoly Bykov,1063432278.0
5737,Sergey Chemezov,1107614080.0
5738,Vladimir Chernukhin,1104507315.0
5739,Evgeny Chichvarkin,1112528742.0
5740,Joaquim Crima,939147088.0
5741,Igor Demidov,1080824710.0
5742,Dmitry Demushkin,1108043660.0
5743,Andrey Derevyankin,1108141217.0
5744,Roman Dmitriyev,1039527306.0
5745,Tsyren-Dashi Dorzhiev (politician),1114096603.0
5746,Konstantin Dyulgerov,1114558539.0
5747,Geydar Dzhemal,1110044206.0
5748,Vladimir Efimov,1013980467.0
5749,Alexander Filatov,1109325167.0
5750,Leonid Filimonov,1096032570.0
5751,Dmitry Nikolayevich Filippov,1107437055.0
5752,Boris Furmanov,1096031779.0
5753,Herman Gref,1097253657.0
5754,Vladislav Grib,1067568226.0
5755,Dmitry Grigorenko,1098101739.0
5756,Alexander Grigoryev,1097254572.0
5757,Alexander Georgiyevich Gromov,1067518485.0
5758,Vladimir Gusinsky,1113532491.0
5759,Sergey Mikhaylovich Ignatyev,1107436068.0
5760,Igor Ivanov (politician),1082339168.0
5761,Gennady Igumnov,1104871539.0
5762,Vladislav Inozemtsev,1112067471.0
5763,Nikita Isaev,1108718802.0
5764,Grigory Isayev,1104091324.0
5765,Anton Alexandrovich Ivanov,1111887823.0
5766,Viktor Ivanov,1111889849.0
5767,Leonid Ivashov,1114181869.0
5768,Boris Kagarlitsky,1114110086.0
5769,Karim Baylak-oolovich Sagaan-ool,1107447505.0
5770,Lev Kasso,1023638673.0
5771,Gennady Kazmin,1115066790.0
5772,Ruslan Khasbulatov,1109165439.0
5773,Vyacheslav Khizhnyakov,1103028517.0
5774,Vitaliy Khotsenko,1114935860.0
5775,Andrei Klepach,1098564839.0
5776,Daniil Konstantinov,1108169709.0
5777,Gennady Konyakhin,1113703725.0
5778,Valentin Korabelnikov,1107204700.0
5779,Andrey Korotkov,1097254788.0
5780,Tatyana Koryagina,1109428319.0
5781,Konstantin Kosiakin,1078435995.0
5782,Konstantin Kostin (politician),1098564486.0
5783,Pshemakho Kotsev,1057683992.0
5784,Mikhail Kovalchuk,1109153535.0
5785,Aleksandr Kovalyov (politician),1066483568.0
5786,Sergey Kravtsov (politician),1086279732.0
5787,Albert Krivchenko,1104173903.0
5788,Maxim Ksenzov,1112722741.0
5789,Sergei Kukharenko,981865833.0
5790,Dmitry Sergeyevich Kuzmin,1084815402.0
5791,Mikhail Sergeevich Kuznetsov,1076563306.0
5792,Vladimir Kvachkov,1109002326.0
5793,Vladimir Laptev,1095471294.0
5794,Pyotr Latyshev,1113506778.0
5795,Gennady Lebedev,1085533024.0
5796,Igor Levitin,1098565066.0
5797,Alexey Limanzo,1095898555.0
5798,Mikhail Lobanov,1114941700.0
5799,Adilgerei Magomedtagirov,1101881487.0
5800,Alexander Sergeyevich Makarov,1071134229.0
5801,Konstantin Malofeev,1112137638.0
5802,Akhmed Malsagov,1108240272.0
5803,Evgeny Markin,1089432915.0
5804,Vladimir Markin (journalist),1111884873.0
5805,Aleksandr Matovnikov,1115019616.0
5806,Oleg Matveychev,1091953906.0
5807,Alexander Melnikov (politician),1021935583.0
5808,Viktor Mikhailov (politician),1103531523.0
5809,Yevgeniya Mikhaylova,1080851008.0
5810,Yevgeny Miller,1080825298.0
5811,Anatoly Mishnev,1105222950.0
5812,Viktoriya Mitina,1114388100.0
5813,Mikhail Mokretsov,1115296902.0
5814,Andrey Molchanov (businessman),1112768905.0
5815,Yuriy Molchanov,1112779683.0
5816,Yevgeny Murov,1101226283.0
5817,Valery Nazarov,1105957937.0
5818,Vladimir Nikolayev (politician),1111372776.0
5819,Valeriya Novodvorskaya,1095541057.0
5820,Magomed Omarov (politician),1109566517.0
5821,Kongar-ool Ondar,1093086725.0
5822,Mikhail Oseevsky,1082420455.0
5823,Mikhail Pakhomov,1080823535.0
5824,Nina Pereverzeva,1096203675.0
5825,Vladimir Petrovsky,1112067479.0
5826,Alexey Pleshakov,1100943430.0
5827,Andrey Podavalov,1103026410.0
5828,Anatoly Popov,1091180252.0
5829,"Sergey Popov (politician, born 1960)",1110241271.0
5830,Vitaly Prilukov,1111057801.0
5831,Mikhail Prusak,1114096772.0
5832,Viktor Rashnikov,1114957011.0
5833,Alexander Ryazanov,1106539266.0
5834,Fandas Safiullin,1100414698.0
5835,Vladimir Samozhenkov,1080825403.0
5836,Maria Sergeyeva,1105893508.0
5837,Aleksei Shaposhnikov (politician),1090772724.0
5838,Yevgeny Shaposhnikov,1114524280.0
5839,Ruslan Shaveddinov,1113689705.0
5840,Roman Shaykhutdinov,1111055172.0
5841,Pyotr Shilovsky,1093669018.0
5842,Evgeny Shkolov,1112297382.0
5843,Alexander Shkurko,1114395638.0
5844,Aleksandr Shlyakhturov,1077147940.0
5845,Sergei Shmatko,1114096702.0
5846,Yury Shutov,1090436906.0
5847,Anatoly Sliva,1103028407.0
5848,Sergei Mikhailovich Smirnov,1090297059.0
5849,Anatoly Sobchak,1113511384.0
5850,Valentina Sovkina,1007375263.0
5851,Vladimir Starostenko,1114153845.0
5852,Sergei Storchak,1101913209.0
5853,Denis Sverdlov,1109345703.0
5854,Mikhail Svetov,1115503413.0
5855,Dmitry Ivanovich Sviatopolk-Mirsky,1111450361.0
5856,Alexander Tarasov,1089097038.0
5857,Sergei Ivanovich Tiulpanov,1112350018.0
5858,Kirill Tomashevich,971322102.0
5859,Sergey Tsoy,1084755816.0
5860,Alexander Turgenev,1104014205.0
5861,Alipasha Umalatov,1094973437.0
5862,Dimitry Vasiliev,1080824990.0
5863,Aleksandr Verkhovsky,1111908862.0
5864,Sergey Verlin,1103424383.0
5865,Aleksandr Voloshin,1112768390.0
5866,Lola Voronina,1080825066.0
5867,Oleg Vyugin,1111667077.0
5868,Vasily Yakemenko,1105722458.0
5869,Vladimir Yakunin,1112337553.0
5870,Mikhail Yefremov (politician),1113897347.0
5871,Nikolai Yegorov (politician),1100427564.0
5872,Valentin Yumashev,1111138915.0
5873,Igor Yusufov,1107903078.0
5874,Vadim Zagladin,1103655257.0
5875,Yury Zaostrovtsev,1112341299.0
5876,Vladimir Zaytsev,1083203316.0
5877,Valery Zorkin,1098784207.0
5878,Jacques Bihozagara,962450057.0
5879,Francois Habitegeko,1093566116.0
5880,Soraya Hakuziyaremye,1113025870.0
5881,Emmanuel Havugimana,1092282528.0
5882,Jean de Dieu Rurangirwa,1056019246.0
5883,Paul Kagame,1115862441.0
5884,Froduald Karamira,1095387542.0
5885,Patrick Karegeya,1093281669.0
5886,Alexandre Lyambabaje,1090449316.0
5887,Christine Mukabunani,1068450641.0
5888,Monique Mukaruliza,1104981604.0
5889,Thomas Nahimana,1112687307.0
5890,François Ngarukiyintwali,1024022545.0
5891,Manasseh Nshuti,1080092568.0
5892,Bernard Ntaganda,1056019386.0
5893,Solina Nyirahabimana,1115613385.0
5894,Tharcisse Renzaho,1103863452.0
5895,Anastase Shyaka,1088142303.0
5896,Gatabazi Jean Marie Vianney,1072416898.0
5897,Protais Zigiranyirazo,1091835051.0
5898,Ricky Skerritt,1083795099.0
5899,Sua Rimoni Ah Chong,1026249436.0
5900,Le Mamea Matatumua Ata,1058368388.0
5901,Va'aelua Eti Alesana,1056317694.0
5902,Lauaki Namulauulu Mamoe,1105924212.0
5903,Tui Manuʻa Elisala,1112329208.0
5904,Toleʻafoa Solomona Toʻailoa,1040051734.0
5905,Tamaseu Leni Warren,1109671999.0
5906,Pio Chiaruzzi,1102951189.0
5907,Alessandro Mancini,1109440451.0
5908,Abdullah bin Faisal Al Saud (1831–1889),1115510332.0
5909,Faisal bin Turki Al Saud (1785–1865),1115510126.0
5910,Khalid bin Saud Al Saud (1811–1865),1115508234.0
5911,Armand-Pierre Angrand,1061043624.0
5912,Léopold Angrand,1093234974.0
5913,Alioune Badara Cissé,1101066687.0
5914,Landing Badji,1093235128.0
5915,Cheikh Abdoul Khadre Cissokho,1075216122.0
5916,Modou Dia,1093235453.0
5917,Youssou Diagne,1045109573.0
5918,Ibrahima Diallo (politician),1093235494.0
5919,Alioune Diop,1083577446.0
5920,Cheikh Anta Diop,1114340224.0
5921,Makhtar Diop,1105658956.0
5922,Ngalandou Diouf,1073073938.0
5923,Cheikh Sadibou Fall,1104101465.0
5924,Amadou Karim Gaye,1070369172.0
5925,Abbas Gueye,1055499648.0
5926,Aissa Mama Kane,1093235109.0
5927,Maïmouna Kane,1112938840.0
5928,Louis Le Gros,1103951329.0
5929,Amadou-Mahtar M'Bow,1110395778.0
5930,Abdoul Aziz Mbaye,1104228582.0
5931,Alioune Badara M'Bengue,1060926452.0
5932,Abdou Mbow,1043059347.0
5933,Penda Mbow,1088149192.0
5934,Mamadou Bamba Ndiaye,1107438035.0
5935,Ndioro Ndiaye,1079855467.0
5936,Khalilou Sall,1109928120.0
5937,Alioune Sarr,1106335288.0
5938,Assane Seck,1093235225.0
5939,Léopold Sédar Senghor,1110131122.0
5940,Louis Jacques Senghor,1093235015.0
5941,Fatimata Seye Sylla,1012863505.0
5942,Ousmane Sonko,1107427601.0
5943,Moustapha Sourang,1104101474.0
5944,Branislav Andjelić,1112602637.0
5945,Vasilije Antonić,1046397354.0
5946,Sava Bjelanović,1081128278.0
5947,Radmilo Bogdanović,1099253389.0
5948,Milenko Bojanić,1087862924.0
5949,Miloš Bojović (born 1938),1115089134.0
5950,Stojan Bošković,1086699221.0
5951,Dragoslav Ćirković,1067963386.0
5952,Jovan Ćirković,1059400282.0
5953,Dobrica Ćosić,1112008531.0
5954,Branislav Crnčević,1106879636.0
5955,Dimitrije Davidović,1087660110.0
5956,Jovan Dejanović (politician),1108928519.0
5957,Stojimir Dobrosavljević,948320646.0
5958,Petar Dobrović,1089075335.0
5959,Đura Dokić,1070594815.0
5960,Panta Draškić,1064162273.0
5961,Milorad Drašković,1092900587.0
5962,Jovan Dučić,1082211776.0
5963,Milica Đurđević Stamenkovski,1113717164.0
5964,Željko Fajfrić,1099453530.0
5965,Jevrem Grujić,1080713581.0
5966,Branislav Ikonić,1098336710.0
5967,Jovan Ilić,1113205322.0
5968,Vlada Ilić,1078683933.0
5969,Trivo Inđić,1113389874.0
5970,Antonije Isaković,1057235218.0
5971,Golub Janić,1083111280.0
5972,Đurica Jojkić,1059798583.0
5973,Dragić Joksimović,1100853216.0
5974,Dragutin Jovanović-Lune,1079710510.0
5975,Dragan Jovanović (Yugoslav politician),1110036654.0
5976,Ljubomir Jovanović,1087632901.0
5977,Stevan Knićanin,1102396011.0
5978,Milan Komnenić,1070857261.0
5979,Josif Kostić,1083961566.0
5980,Drago Kovačević,1106827460.0
5981,Milan Kovačević,1106995814.0
5982,Bogoljub Kujundžić,1004921811.0
5983,Ognjen Kuzmanović,1012902271.0
5984,Panta Lunjevica,1021098036.0
5985,Čedomir Marjanović,1040820548.0
5986,Svetozar Marković,1074947381.0
5987,Dobrica Matković,1004905451.0
5988,Branko Mikašinović (politician),1030919277.0
5989,Miroslava Milenović,1108423117.0
5990,Stevan Milosavljević,1072287796.0
5991,Jevrem Nenadović,1086133404.0
5992,Radovan Ničić,1099986846.0
5993,Đorđe M. Pavlović,1057492147.0
5994,Medo Pucić,1081085155.0
5995,Stanko Radmilović,1031975915.0
5996,Zoran Radojičić,1104115420.0
5997,Miljko Radonjić,1089243958.0
5998,Miloš Radosavljević (politician),1008868122.0
5999,Žika Rafajlović,1010417854.0
6000,Mita Rakić,1074905694.0
6001,Dušan Salatić,1056918453.0
6002,Aleksandar Sandić,1086770734.0
6003,Miloš Savčić,1090027162.0
6004,Arsenije Sečujac,1081133569.0
6005,Stojan Simić,1059405629.0
6006,Milan Smiljanić (priest),1009635579.0
6007,Dragi Stamenković,1061050680.0
6008,Jovica Stanišić,1077489604.0
6009,Tenka Stefanović,1074112381.0
6010,Dragiša Stojadinović,1099456616.0
6011,Savo Štrbac,1099456873.0
6012,Jovan Subotić,1099456936.0
6013,Ilija Šumenković,1109096396.0
6014,Ranko Tajsić,1079699589.0
6015,Teodosije Maričević,1049200540.0
6016,Mirko Tepavac,990045262.0
6017,Vasilije Trbić,1105497413.0
6018,Miloš Trifunović (politician),1100996406.0
6019,Miloš Trivunac,1008868237.0
6020,Dimitrije Tucović,1062103511.0
6021,Jovan Valenta,1079707469.0
6022,Aleksandar Vasić (politician),892673943.0
6023,Dragan Velikić,1061323531.0
6024,Jovan Veselinov,1095927947.0
6025,Đorđe Vojnović,1024357513.0
6026,Milorad Vučelić,1114761288.0
6027,Gavro Vučković Krajišnik,1107975991.0
6028,Milija Zdravković,1103151078.0
6029,Dušan Zelenbaba,1094283630.0
6030,Nebojša Zelenović,1099395107.0
6031,Petar Živković,1104129672.0
6032,Usame Zukorlić,1102194323.0
6033,Charles Bastienne,1076671631.0
6034,Wallace Cosgrow,1076671993.0
6035,Didier Dogley,1076671502.0
6036,Errol Fonseka,1070911539.0
6037,Joel Morgan,1079606825.0
6038,Satya Naidu,1066946719.0
6039,T. J. Alldridge,1083153375.0
6040,John Amadu Bangura,1098272585.0
6041,Arnold Jonathan Bishop-Gooding,1101346073.0
6042,Christopher Okoro Cole,1110752519.0
6043,Moinina Fofana,949534467.0
6044,Isatu Fofanah (politician),1079483963.0
6045,David J. Francis (politician),1092035699.0
6046,Momoh Gulama,949562875.0
6047,Mohamed Wurie Jalloh,1009329190.0
6048,Henry M. Joko-Smart,1099837505.0
6049,Andrew Juxon-Smith,1104489204.0
6050,Sunkari Kabba-Kamara,1077051140.0
6051,Yahya Kanu,1107226049.0
6052,Edward Kargbo,1094590470.0
6053,Momodu Kargbo,1081953244.0
6054,Danda Mohamed Kondeh,949695532.0
6055,David Lansana,1100260184.0
6056,Henry Josiah Lightfoot Boston,1115228918.0
6057,Émile F. Luke,1110752536.0
6058,Henry O. Macauley,1087779835.0
6059,Alie Badara Mansaray,1000259166.0
6060,Mohamed Kamarainba Mansaray,1105894039.0
6061,Solomon Musa,1078399680.0
6062,Thomas Peters (revolutionary),1102429329.0
6063,Bai Kelfa Sankoh,1093263811.0
6064,Tinga Seisay,1103837195.0
6065,Solomon Athanasius James Pratt,1104360217.0
6066,Valentine Strasser,1109040965.0
6067,Alpha Timbo,971644466.0
6068,Andrew Kuan,1106351077.0
6069,Lim Han Hoe,1108446872.0
6070,Ooi Boon Ewe,1103546461.0
6071,Rudolf Filkus,1006072918.0
6072,Ján Francisci-Rimavský,1107024861.0
6073,Jozef Gregor-Tajovský,1084055090.0
6074,Milan Haborák,1065133185.0
6075,Ivan Hopta,1106148875.0
6076,Jozef Miloslav Hurban,1102138127.0
6077,Ján Kollár,1105810000.0
6078,Ivan Lesay,1093239574.0
6079,Ivan Lexa,1113198710.0
6080,Ján Lunter,1105947402.0
6081,Štefan Osuský,1080228202.0
6082,Gabriel Palacka,1109948113.0
6083,Simona Petrík,1112839272.0
6084,Julián Šimko,1090354432.0
6085,Jozef Sivák,1105404075.0
6086,Radovan Sloboda (politician),1106146529.0
6087,Ľudovít Štúr,1104491431.0
6088,Jaroslav Svěchota,1115512326.0
6089,8th National Assembly of Slovenia,1110653139.0
6090,Viktor Avbelj,1076931457.0
6091,Josef Anton Barbo von Waxenstein,1099768272.0
6092,Joseph Emanuel Barbo von Waxenstein,1114107894.0
6093,Tatjana Bobnar,1110339618.0
6094,József Borovnyák,1095084562.0
6095,Klemen Boštjančič,1111951290.0
6096,Uroš Brežan,1110339465.0
6097,Ivan Cankar,1072162015.0
6098,Jože P. Damijan,1006800884.0
6099,Lambert Ehrlich,1090244530.0
6100,Emilija Stojmenova Duh,1101796769.0
6101,Sanja Ajanovič Hovnik,1110339664.0
6102,Johann Nepomuk Hradeczky,1030361090.0
6103,Božidar Jakac,1089135416.0
6104,József Klekl (politician),1091872792.0
6105,József Klekl (writer),1078005718.0
6106,Boris Kraigher,1063586220.0
6107,Ivan Kramberger,1102238755.0
6108,István Kühár,1078006386.0
6109,Matija Majar,1078006826.0
6110,Andrej Marinc,1095085152.0
6111,Mark Boris Andrijanič,1114119903.0
6112,Drago Marušič,1101649728.0
6113,Matej Arčon,1091947189.0
6114,Anton Novačan,1099927478.0
6115,Igor Papič,1110338248.0
6116,Dominika Švarc Pipan,1110339643.0
6117,Jože Podgoršek,1100530431.0
6118,Dušan Šinigoj,1011743534.0
6119,Matija Škerbec,1084428429.0
6120,Alenka Smerkolj,1085316550.0
6121,Janko Smole,1076927921.0
6122,Franc Snoj,1089996788.0
6123,Patricija Šulin,1057402692.0
6124,József Szakovics,1078575911.0
6125,Vilmos Tkálecz,1011171974.0
6126,Ludvik Toplak,1099224184.0
6127,Asta Vrečko,1110339536.0
6128,Valentin Zarnik,1095084255.0
6129,Janez Zemljarič,1076929779.0
6130,Nestor Ghiro,1103157870.0
6131,John Dean Kuku,1103157243.0
6132,Doreen Kuper,1071176674.0
6133,Eric Lawson (politician),1103173015.0
6134,John Maneniaru,1103157725.0
6135,Andrew Manepora,1103157719.0
6136,Julian Moti,1097797290.0
6137,Bartholomew Parapolo,1103157673.0
6138,Daniel Suidani,1109257595.0
6139,Anthony Veke,921555219.0
6140,Joseph Waleanisia,1103157537.0
6141,Ajilon Jasper Nasiu,1103157600.0
6142,Hassan Adan Wadadid,1042858869.0
6143,Raqiya Haji Dualeh Abdalla,1070088517.0
6144,Mohamoud Diriye Abdi Joof,1025168021.0
6145,Abdihakim Luqman,1050295609.0
6146,Abdillahi Fadal Iman,1108538185.0
6147,Ahmed Abdisalam Adan,1103645386.0
6148,Abukar Umar Adani,1062681170.0
6149,Abshir Aden Ferro,1080801324.0
6150,Aden Isaq Ahmed,1089541757.0
6151,Abdulahi Ahmed Afrah,1062657842.0
6152,Agalule,969628551.0
6153,Ahmed Abdi Mohamed,1100656544.0
6154,Abdirahman Ahmed,1024854466.0
6155,Abdullahi Mohamed Ali,1086170226.0
6156,Ahmed Ibrahim Artan,1091235719.0
6157,Awad Ahmed Ashareh,934134220.0
6158,Ali Abdi Aware,1101217147.0
6159,Abdurahman Abdullahi Baadiyow,1100441625.0
6160,Bashir Bililiqo,1111557716.0
6161,Abdinuur Biindhe,1095417153.0
6162,Hussein Hagi Bood,1106104619.0
6163,Abdi Hassan Buni,1091978667.0
6164,Dahir Mohamud Gelle,1086845086.0
6165,Abdikarin Dahir,919546861.0
6166,Abdikarim Dhaaye,916623039.0
6167,Ali Dhere,1111018225.0
6168,Ahmed Farah Dualeh,1088167837.0
6169,Mohamed Omar Dubad,1036128178.0
6170,Osman Dubbe,1104337611.0
6171,Mohamed Ali Facaye,959891467.0
6172,Abdulcadir Gabeire Farah,1083176145.0
6173,Abdulrahim Abby Farah,1082812482.0
6174,Ahmed Moalim Fiqi,1115853537.0
6175,Mohamud Abdi Gaab,1059533900.0
6176,Ahmed Gacmayare,1055233016.0
6177,Garaad Abdulahi Garaad Soofe,1092287063.0
6178,Garab-Yare,948816741.0
6179,Jama Mohamed Ghalib,1113251693.0
6180,Ahmed Mohamed Gulaid,1088536676.0
6181,Yusuf Ahmed Hagar Dabageed,1057222114.0
6182,Zakaria Mohamed Haji-Abdi,1001700462.0
6183,Anisa Hajimumin,1114018333.0
6184,Abdulkadir Abdi Hashi,1033350989.0
6185,Mohamed Ali Hassan,1051816121.0
6186,Zakia Hussein,1112017371.0
6187,Abdirahman Haji Aden Ibbi,1093240772.0
6188,Ibraahim Guure,1041051193.0
6189,Hanifa Mohamed Ibrahim,1042602017.0
6190,Ahmed Mohamed Iman,1093959197.0
6191,Ibrahim Artan Ismail,1092718719.0
6192,Mohamed Sheikh Ismail,1009328790.0
6193,Yusuf Mohamed Ismail,1030025861.0
6194,Abdihamid Sheikh Abdisalam Isse,993306568.0
6195,Ahmed Sheikh Jama,971059346.0
6196,Bashir Mohamed Jama,1047607338.0
6197,Farah Ali Jama,1069321898.0
6198,Hibaq Jama,1082993295.0
6199,Mohamed Yusuf Jama,1105894241.0
6200,Abdirahman Janaqow,1016481335.0
6201,Yusuf Hussein Jimaale,1109018708.0
6202,Abdirizak Jurile,1115857480.0
6203,Muna Khalif,1098095871.0
6204,Mohammed Awale Liban,1056519656.0
6205,Maslah Mohammed Siad Barre,1049402564.0
6206,Mohammed Abdullah Hassan,1115797248.0
6207,Hassan Ali Mire,1113047346.0
6208,Hassan Moalim,1101935309.0
6209,Mohamed Ainanshe Guled,1074486381.0
6210,Abdinur Sheikh Mohamed,1048396818.0
6211,Abdullahi Mohamed Nur,1044041777.0
6212,Haji Ibrahim Nur,1089443067.0
6213,Mohamed Nur,1050474386.0
6214,Mohamed Ali Nur,1059166816.0
6215,Abdilqadir Ali Omar,1004888349.0
6216,Musa Kassim Omar,991598166.0
6217,Mustafa Mohammed Omar,1115032770.0
6218,Abdirahman Dahir Osman,975462878.0
6219,Jama Abdullahi Qalib,1105878436.0
6220,Djama Rabile Ghod,1100056788.0
6221,Said Mohamed Rage,994839148.0
6222,Ali Said Raygal,985430850.0
6223,Abdulkadir Sheikh Sakhawudeen,1113086828.0
6224,Yusuf Osman Samatar,998215519.0
6225,Mohamed Adan Saqadhi,1095290994.0
6226,Aden Saran-Sor,919377968.0
6227,Ali Sheegow,1025739043.0
6228,Said Hassan Shire,1009111397.0
6229,Mohamud Siraji,1098114316.0
6230,Hawo Tako,1106611306.0
6231,Khalif Mumin Tohow,1105752730.0
6232,Abdi Mohamed Ulusso,1106387858.0
6233,Omar Ismail Waberi,1074732557.0
6234,Deqa Yasin,1032785373.0
6235,Deeq Sulaiman Yusuf,977166270.0
6236,Mohamoud Hashi Abdi,1042062671.0
6237,Muse Bihi Abdi,1105150647.0
6238,Abdilahi Husein Iman Darawal,1062337689.0
6239,Abdillahi Mohamed Dahir,1055763252.0
6240,Omar Ali Abdillahi,961838890.0
6241,Abdirahim Ali Ismail,1033777237.0
6242,Mohamed Yusuf Abdirahman,1056374599.0
6243,Abdullahi Abdi Omar,1107511169.0
6244,Abdirahman Mohamed Abdullahi,1093454962.0
6245,Ahmed Haji Ali Adami,991379241.0
6246,Suleiman Mohamoud Adan,1100648418.0
6247,Zamzam Abdi Adan,1104180941.0
6248,Ahmed Aw Dahir,1062918876.0
6249,Mohammed Ahmed Alin,1067230288.0
6250,Mohamed Nour Arrale,1010517655.0
6251,Abdirizak Ibrahim Mohamed Attash,1106387976.0
6252,Abdirahman Aw Ali Farrah,1090813639.0
6253,Bashe Awil Omar,1080305059.0
6254,Buurmadow,1060454282.0
6255,Mohamed Abdi Dhinbil,1105389938.0
6256,Hussein Ali Duale,1061678975.0
6257,Hussein Abdi Dualeh,1046373247.0
6258,Bashe Mohamed Farah,1100193203.0
6259,Khadra Haji Ismail Geid,1110909858.0
6260,Dayib Gurey,1105996972.0
6261,Suleiman Hassan Haddi,1080321751.0
6262,Suleiman Haglotosiye,1113248839.0
6263,Hassan Ismail Yusuf,1115803831.0
6264,Abdiaziz Hussein Hassan,1050666572.0
6265,Hussein Mohamed Mohamoud,1025215950.0
6266,Ibrahim Megag Samatar,1100656361.0
